[ 2012-05-16T15:37:16+08:00 ] /myfcms/admin/index.php?m=Collect&a=main | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:27:03+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:27:03+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001853s ]
[ 2012-05-16T16:27:03+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002194s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | SQL: SHOW COLUMNS FROM `myf_co_html` [ RunTime:0.008236s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | SQL: SELECT * FROM `myf_co_html` WHERE ( `id` = '388' ) LIMIT 1   [ RunTime:0.002657s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | SQL: SHOW COLUMNS FROM `myf_co_node` [ RunTime:0.009370s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | SQL: SELECT * FROM `myf_co_node` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.002640s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=388 | SQL: UPDATE `myf_co_html` SET `title`='由本焕长老化身七彩舍利引发网站核心竞争力的思考 ',`keywords`='网站核心竞争力,站长,网站,网站推广,赚钱',`description`='一代高僧，当代佛门泰斗本焕长老于今年四月份驾鹤西去，其化身出现多达超过百颗的七彩舍利。这条消息在社会，网络引起了大量的关注，受到好奇心的驱使，我也搜索了关于舍利子的相关情况。 据相关介绍，舍利子是修行达到一定造诣的高僧或信徒，圆寂之后，身体留下的有别',`source`='<a href=\'www.fanli920.com\' target=\'_blank\'>就爱你返利网</a> ',`sendtime`='2012-05-16 16:09:27',`body`='            	<p>	&nbsp;</p><p>	　　一代高僧，当代佛门泰斗本焕长老于今年四月份驾鹤西去，其化身出现多达超过百颗的七彩舍利。这条消息在社会，网络引起了大量的关注，受到好奇心的驱使，我也搜索了关于舍利子的相关情况。</p><p>	　　据相关介绍，舍利子是修行达到一定造诣的高僧或信徒，圆寂之后，身体留下的有别于常人的珠宝状生成物。多名高僧圆寂后留下的舍利子，攻破了人们对舍利子是胆结石的质疑，得益于舍利子的特殊现象，佛教在经历几千年后依然盛行不衰。为什么相对于其他宗教，佛教会比较盛行呢?除了佛教发源地人口众多之外，舍利子现象应该起到很大的辅助作用。</p><p>	　　由此，我联想到了我们的网站，是否也存在一种类似舍利子的东西，这种东西是别的网站没有的，而只是我们的网站的一个特性，并且深深的吸引着用户。答案是肯定的，很多的优秀的网站都有属于自己的舍利子。这种属于网站的舍利子，我们姑且叫它为核心竞争力。</p><p>	　　我们来看看当今互联网一些具有鲜明的核心竞争力的公司。百度，搜索业务占国内市场份额75%以上，这就是百度的核心竞争力。淘宝，在国内电子商务市场份额也超过七成，所以淘宝的核心竞争力是电子商务。腾讯国内的IM市场上也有超过76%的份额，这也是腾讯的核心竞争力。以上说到的几个互联网公司都是有鲜明的核心竞争力，也就是有自己的舍利子的公司，这几家公司的所有业务加起来已经占领了中国互联网大部分份额，号称国内互联网三座大山，而且发展势头迅猛，足见核心竞争力在互联网公司的作用。</p><p>	　　当然A5作为站长网领域的肖楚，通过为广大站长提供全方位的服务也是属于有舍利子的得道高僧。那么作为我们个人站长怎么找到自己的核心竞争力呢?</p><p>	　　我们可以从产品，技术，和服务上入手。如果我们有独具特色的产品，我们就可以加大在产品上宣传，以提高自己的竞争优势。如果我们的技术不错，我们可以深入了解用户对我们网站使用的要求，开发出属于自己网站的独特功能，让模仿者望尘莫及。如果我们在产品和技术上都没有竞争优势，那么我们可以从服务上入手，为用户提供五星级的服务，我想用户一定对我们的网站念念不忘的。</p><p>	　　当然，其他方面还有很多可以作为自己网站核心竞争力的切入点，需要广大站长去深入体验，细心发掘，一旦找到网站的舍利子，并施加大力宣传，何愁我们网站的信徒太少呢?本文出自就爱你返利网http://www.fanli920.com/，版权所有，原创首发，转载请保留。</p><p>	　　相关推荐，<a href=\\\"http://www.admin5.com/plus/view.php?aid=421307\\\">从韩庚罢录门看网络营销的事件营销</a>。</p>                            ',`isdown`=1 WHERE id=388 [ RunTime:0.001539s ]
[ 2012-05-16T16:27:07+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:27:07+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.002097s ]
[ 2012-05-16T16:27:07+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002450s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | SQL: SHOW COLUMNS FROM `myf_co_html` [ RunTime:0.009454s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | SQL: SELECT * FROM `myf_co_html` WHERE ( `id` = '389' ) LIMIT 1   [ RunTime:0.002885s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | SQL: SHOW COLUMNS FROM `myf_co_node` [ RunTime:0.009345s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | SQL: SELECT * FROM `myf_co_node` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.001009s ]
[ 2012-05-16T16:27:10+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=389 | SQL: UPDATE `myf_co_html` SET `title`='理性看待站群：没有无条件的成功 ',`keywords`='站群,站长,网站,网站推广,赚钱',`description`='我的独立站长生涯从站群开始，却又从站群结束。听起来似乎有些绕口，事实却是如此，正是站群让我的职业轨迹发生了两次较大的改变，近两年的站群操作经历让我对这一革新性做站工具的认识又深刻了许多，从最初对待站群的迷恋甚至是狂热到回归理性，我的个人经历相信也发',`source`='<a href=\'http://www.eqsem.net/\' target=\'_blank\'>EQ站群</a> ',`sendtime`='2012-05-16 16:10:27',`body`='            	<p>	　　我的独立站长生涯从站群开始，却又从站群结束。听起来似乎有些绕口，事实却是如此，正是站群让我的职业轨迹发生了两次较大的改变，近两年的站群操作经历让我对这一革新性做站工具的认识又深刻了许多，从最初对待站群的迷恋甚至是狂热到回归理性，我的个人经历相信也发生在许多其他站长朋友身上，今天在这里写出来与大家分享，既是对自己这段经历的回顾与纪念，也期待能够给许多还在对站群持观望或者疑惑态度的站长们以参考，让大家可以多角度地认识和理解站群，帮助大家更好地做站。</p><p>	　　简单来说，两年操作站群的经历，其中有过成功也遭遇过挫折，概括成一句话就是&ldquo;操作站群，没有无条件的成功。&rdquo;站长都渴望通过站群的强大功能实现赚钱效应，但真正能赚到钱的还是少数，这其中的原因便是站群操作过程中影响到效果和成绩的各种条件，如果不具备较为充分的条件，便会难以实现站群赚钱的目的。结合我的经验和体会，列出以下几个我认为较为重要的条件与大家分享，可以作为有志操作站群的朋友的参考。</p><p>	<strong>　　一、是否具备严格而强大的执行力</strong></p><p>	　　做站久了，相信许多老站长就会跟我一样对于执行力的重要性有深刻的认识，对于只是运营单个网站的站长而言，在网站发展进入到稳定阶段后，执行力的影响似乎不是太突出，但对于操作站群的站长而言却显得影响巨大，关乎成败。站群需要我们制定好发展的大致步骤，计划好每天需要完成的各个环节内容，包括内容的采集更新伪原创、网站的外链推广以及友情链接互换等各种必要事务，如果自己没有严格而强大的执行力，往往坚持不了太久便会放松下来，一旦养成三天打渔两天晒网的坏习惯，会直接导致网站在优化效果方面的退步，在激烈的排名竞争之中不进则退，只会让你与成功越来越远。</p><p>	<strong>　　二、是否掌握并创新站群操作技巧</strong></p><p>	　　能够通过操作站群成功的站长往往都具有能够静下心来钻研的特点，首先需要的对于网站运营的各方面知识都有较为扎实而全面的知识和经验，例如对内容的伪原创、网站外链的发布与网络构建、网站内链系统的构建等，这些对于做好站群本身优化基础非常重要。其次，还需要在此基础上注意钻研和创新，要不断结合实际的操作试验和找到一些有利于站群优化和推广的方法技巧，例如对百度系列产品的利用，对软文推广的利用和发挥，使之效果最大化，帮助网站快速获得优质的扩展外链等，这些都需要站长在实际的操作中不断摸索，通过切实的操作逐渐获得积累。</p><p>	<strong>　　三、是否对于站群成本能够做到控制</strong></p><p>	　　站群对于个人站长的首要压力便是来自它的规模化成本，由于数量较多的网站总共所需的空间较多，为了保证网站优化的效果，一般我们都会选择不同IP的网站空间，这样就需要较多各自独立的空间，如何更好控制成本，降低站群运营所需要的先天成本直接影响到站群运营的持久性。事实上在不同的阶段都能找到不同的方法来实现对成本的优化控制，例如从早期godaddy域名附送的免费空间，现在只在它的一些代理商处注册域名才能获得，到现在还有许多欧洲老牌的免费空间提供商，它们只会免费空间最顶部或最底部加一个横幅banner广告，却可以帮助刚开始操作站群的站长节省相当多的成本，还有利用godaddy以及name等各大域名注册商推出的优惠码，以非常低廉的价格注册域名等，站长只需把这些信息都做好记录，便可以利用细心的运营把规模庞大的站群成本尽可能地压低，为更加长久的运营和更好的回报打好成本基础。</p><p>	<strong>　　四、是否熟练掌握站群软件本身的操作技巧</strong></p><p>	　　不容忽视的一点还有对站群软件本身的熟练掌握，随着站群软件技术的不断进步和革新，目前所出的EQ站群软件相较于以前的版本而言，功能更加个性化和丰富，从站群的更新操作到优化等方面，提供了更加细致化的设置方案，可以让站长根据自己的经验和需要进行细化的优化设置等，还能对伪原创等功加以强化，优化伪原创效果等，如此丰富的软件功能在提供强大站群软件的同时，也给站长提出了挑战，想要最大化地发挥出站群软件的威力，站群需要在站群投入运营之前，先好好地结合教程等细细学习和研究软件的各种功能和技巧，充分地掌握和发挥出其效能，无疑可以事半功倍，让站群运营更容易取得成功。</p><p>	　　本文来自EQ站群 http://www.eqsem.net/ 转载保留。</p>                            ',`isdown`=1 WHERE id=389 [ RunTime:0.003070s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001844s ]
[ 2012-05-16T16:27:08+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002180s ]
[ 2012-05-16T16:27:10+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | SQL: SHOW COLUMNS FROM `myf_co_html` [ RunTime:0.008698s ]
[ 2012-05-16T16:27:10+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | SQL: SELECT * FROM `myf_co_html` WHERE ( `id` = '390' ) LIMIT 1   [ RunTime:0.002710s ]
[ 2012-05-16T16:27:10+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | SQL: SHOW COLUMNS FROM `myf_co_node` [ RunTime:0.009364s ]
[ 2012-05-16T16:27:10+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | SQL: SELECT * FROM `myf_co_node` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.002802s ]
[ 2012-05-16T16:27:11+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=390 | SQL: UPDATE `myf_co_html` SET `title`='网站“泡上”用户的三步法 习惯测试帮你了解用户想法 ',`keywords`='网站,泡上,用户,三步,习惯,测试,帮你,解用户,想法,Ni,站长,网站,网站推广,赚钱',`description`='文/Nir Eyal (TechCrunch) 在过去25年里，真正伟大的消费技术类公司都有一个共同的特点，他们创造消费习惯。这是将改变世界的商业企业与其他企业区别的关键。苹果、Facebook、亚马逊、Google、微软以及Twitter都是用户日常使用率很高的产品，而这些公司的产品都具有足',`source`='CocoaChina移动观察 ',`sendtime`='2012-05-16 16:11:27',`body`='            	<p>	　　文/Nir Eyal (TechCrunch)</p><p>	　　在过去25年里，真正伟大的消费技术类公司都有一个共同的特点，他们创造消费习惯。这是将改变世界的商业企业与其他企业区别的关键。苹果、Facebook、亚马逊、Google、微软以及Twitter都是用户日常使用率很高的产品，而这些公司的产品都具有足够的吸引人，这样我们许多人很难想像没有他们的生活是怎么样的。</p><p>	　　不过，创造习惯是说易行难之事。虽然已经有众多有着行为工程以及行为对网络的未来重要性的文章了，不过，关于创业者所需要的设计和测算用户行为的工具资源仍然不足。并不是这些技术不存在&mdash;&mdash;事实上，对于在企业里工作的来说，这些技术非常熟悉。不过，对于新创业者来说，这些工具很是神秘。</p><p>	　　所谓的&ldquo;习惯测试&rdquo;是一些行业内最优秀的公司采用的方法，并由一些消费网络公司用于打造用户爱不释手的产品。</p><p>	　　<strong>习惯测试</strong></p><p>	　　习惯测试完全适合于创建、测算、学习方法论，并得到了精益创业运动的支持，而且它提供了一种新的方式，让数据可用于采取的措施之中。习惯测试能明确三个问题：1)你所服务的人是谁?2)如果可能的话，你的产品中的哪一部分能变成习惯?3)这些部分为什么能转变成习惯?</p><p>	　　习惯测试的一个前提条件是有一种产品出现并运营。当然，在推出一款最简化可实行产品之前，一个好的办法是：尝试一下你的商业模式设想，并找到你的产品创造出用户期望的方式。</p><p>	　　如果你有一个网站或应用上线，你可以开始收集数据。习惯测试并不要求收集所有东西的数据&mdash;&mdash;只要是合适的，因此，关键是要设定适当的分析方式。为了让习惯测试达到目的，需要在用户使用你的网站的时候标记出用户路径的时间点。</p><p>	　　</p><center>	<img alt=\\\"\\\" height=\\\"544\\\" src=\\\"http://admin5.com/upimg/allimg/120508/150R95C7-0.jpg\\\" width=\\\"509\\\" /></center><p>	&nbsp;</p><p>	　　<strong>步骤一：分辨用户</strong></p><p>	　　在有必要的网站和统计方法的前提下，你需要回答习惯测试的第一个问题是：&ldquo;哪些用户拥有习惯性的动作?&rdquo;首先，明确这对于要服务的用户的意义何在。问问自己，一个用户要多久&ldquo;才&rdquo;会使用网站。这也就是说，假设有一天，所有的bug都清理了，产品也很完美地&ldquo;随时待命&rdquo;，你希望有习惯性用户多久来访问网站?</p><p>	　　要着眼现实和忠于自己。如果你的公司开发了一个移动社交网络应用，如Foursquare或Instagram,你希望习惯性用日元每天多次登陆应用。不过，如果你在开发一个电影推荐网站，如la Flixster，你不会希望用户一周访问超过一至两次。不要对于通过计算过度依赖性的性而得到过于乐观的预期;你只要找到一个符合实际的想法，计算出用户要多处才与你的网站互动。</p><p>	　　一个简单有效的办法也许是：发现你和你的同事平均多久会使用你的产品。当然，越多越好。Twitter网站来是Odeo的一个内部产品，后者Biz Stone和Jack Dorsey最初创建的公司，因为工程师们一直都在使用这个网站。</p><p>	　　需要注意一件事：你的产品使用的频率越高，用户习惯就越有可能形成。不过，这并不是说几乎不使用的网络产品就不是好的企业，他们只是没有形成习惯，因而特别也各不相同。要有可行性，即使非习惯形成的公司有可能倾向于更具有交易性的，要求经常性地与客户交流，让用户常记于心。</p><p>	　　例如，旅游行业残酷的斗争让我们不断地访问不同的网站。Expedia、Travelocity等等都频频被普通用户访问，形成了一种习惯，因此，他们经常性地为争夺用户的注意力。这些是可行，甚至是盈利的企业，不过，由于这些网站是非习惯形成产品，他们总是面临更多的竞争威胁。日常使用的产品自然而然地会对于市场进入创造障碍。</p><p>	　　<strong>谁会养成习惯?</strong></p><p>	　　既然你已然了解用户&ldquo;必须&rdquo;访问网站的频率，就要对数据进行分析，了解有多少用户真正地做到了。这时使用一个统计工具就能表明这些数据超有帮助。不用将工程师让放下他们核心的产品开发工作，或者甚至是让商务的人来做这事，而是可以考虑招一个擅长做数据统计的毕业生来做，计算有多少用户喜欢你的网站。最好的办法是创造一批分析数据，设置一个底线，并以此来衡量未来的产品迭代开发。</p><p>	<strong>　　步骤二：规范化</strong></p><p>	　　你至少会有一些用户会经常性的与你的网站互动，成为你眼中的&ldquo;爱好者&rdquo;。不过，多少爱好者才算足够多呢?我的制订的规则是5%。即使活跃用户率需要更高才能维系你的业务，不过，5%会是开始习惯测试的合适基数。</p><p>	　　不过，如果连5%的用户都没有发现产品拥有你所设想拥有的使用价值，那就是你的问题了。这时，重要开始设计，重塑你的设想。不过，假如你的用户人数超过了这个底线，那么你就找到习惯用于，下一步就是整理出他们使用你的产品的步骤，这样你就能了解让他们迷恋你的网站的东西。</p><p>	　　每个用户与你的产品互动的方式略有不同。即使有一个标准的用户流程，用户对你的网站的参与程度会创造一种独特的数据轨迹，这能用于分析并发现模型。从数据转化到决定是否会出现类似的行为。你可能会希望发现一种&ldquo;习惯路径&rdquo;，即一系列大多数忠实用户共有的类似行为。</p><p>	　　例如，在Twitter的早期，发现一旦新的用户关注足够多的其他用户，这些新用遍及不会达到一个爆发点，他们使用网站的机率就会急剧增多。对每一家公司而言，忠实用户所使用的行为各有不同;发现&ldquo;习惯路径&rdquo;的目标是用于决定哪里些步骤是创造忠实用户的关键。</p><p>	　　<strong>了解用户的想法</strong></p><p>	　　在了解了&ldquo;习惯路径&rdquo;之后，一下步就是假设如何通过这个路径让&ldquo;路过&rdquo;的用户变成忠实用户。尽管如此，这一步看上去有点象是从相关性找出原因;不过，在新产品发布前夕，这是我们能做到的事。</p><p>	　　在这一阶段，很合适亲自与用户交流，了解他们使用产品的原因以及方式。习惯测试可用于证明这些&ldquo;道听途说者&rdquo;的特别之处，发现可以对其他的用户进行总结的东西。</p><p>	　　<strong>步骤三：调整</strong></p><p>	　　将这些新的假设放在心上，回到开发、测算、了解各个环节，将新用户引向忠实用户采用的相同的&ldquo;习惯路径&rdquo;。例如，Twitter现在的流程利用用户的&ldquo;习惯路径&rdquo;，引导新用户在一开始就立即关注其他用户。</p><p>	　　习惯测试是一家持续流程企业用于对每一个新功能和产品迭代开发所采用的方式。追踪批量用户，将他们的行为与习惯性用户比较，就能引导产品进化、改进以及培育习惯养成等。</p><p>	　　技术创业者经常性地发现自己的想法得不到认同，原因是他们没有意识到创造用户习惯重要性。不幸的是，如果产品不能习惯一种习惯，它有可能也生存不下去。使用&ldquo;习惯测试&rdquo;来明确产品的最大价值以及习惯形成，创业者以此就能更好地为用日元服务，增加创造改变世界级公司的机率。</p><p>	　　来源：http://media.cocoachina.com/hooking-users-in-3-steps/</p>                            ',`isdown`=1 WHERE id=390 [ RunTime:0.002882s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | INFO: Tag[ app_begin ] --START--
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | INFO: Run ReadHtmlCache Behavior [ RunTime:0.001919s ]
[ 2012-05-16T16:27:09+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | INFO: Tag[ app_begin ] --END-- [ RunTime:0.002270s ]
[ 2012-05-16T16:27:11+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | SQL: SHOW COLUMNS FROM `myf_co_html` [ RunTime:0.008846s ]
[ 2012-05-16T16:27:11+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | SQL: SELECT * FROM `myf_co_html` WHERE ( `id` = '391' ) LIMIT 1   [ RunTime:0.004326s ]
[ 2012-05-16T16:27:11+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | SQL: SHOW COLUMNS FROM `myf_co_node` [ RunTime:0.009361s ]
[ 2012-05-16T16:27:11+08:00 ] /myfcms/admin/index.php?m=Collect&a=collect_cohtml_handler&hid=391 | SQL: SELECT * FROM `myf_co_node` WHERE ( `id` = '2' ) LIMIT 1   [ RunTime:0.002682s ]
